id	sample_description	title	study_ref	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	filetype	library_nominal_length	library_nominal_sdev
730	366344_0326-LP1-16S-0827	Must-27-AUG-2022-gt105-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
731	366344_0325-LP1-16S-0828	Must-20-AUG-2022-gt120-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
732	366344_0324-LP1-16S-0829	Must-20-AUG-2022-gt113-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
733	366344_0323-LP1-16S-0830	Must-27-AUG-2022-gt122-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
734	366344_0322-LP1-16S-0831	DNA18-neg-4	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
735	366344_0321-LP1-16S-0832	Must-27-AUG-2022-gt75-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
736	366344_0320-LP1-16S-0833	Must-20-AUG-2022-gt64-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
737	366344_0319-LP1-16S-0834	DNA18-pos-3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
738	366344_0318-LP1-16S-0835	Must-27-AUG-2022-gt26-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
739	366344_0317-LP1-16S-0836	Must-20-AUG-2022-gt92-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
740	366344_0316-LP1-16S-0837	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
741	366344_0315-LP1-16S-0838	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
742	366344_0314-LP1-16S-0839	Repeat in DNA23	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
743	366344_0313-LP1-16S-0840	Must-20-AUG-2022-gt87-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
744	366344_0312-LP1-16S-0841	Must-20-AUG-2022-gt97-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
745	366344_0311-LP1-16S-0842	Must-27-AUG-2022-gt19-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
746	366344_0310-LP1-16S-0843	Must-27-AUG-2022-gt94-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
747	366344_0309-LP1-16S-0844	Must-03-SEP-2022-gt4-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
748	366344_0308-LP1-16S-0845	Must-27-AUG-2022-gt78-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
749	366344_0307-LP1-16S-0846	Must-03-SEP-2022-gt93-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
750	366344_0306-LP1-16S-0847	Must-03-SEP-2022-gt16-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
751	366344_0305-LP1-16S-0848	Must-20-AUG-2022-gt97-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
752	366344_0304-LP1-16S-0849	Must-03-SEP-2022-gt26-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
753	366344_0303-LP1-16S-0850	Must-20-AUG-2022-gt114-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
754	366344_0302-LP1-16S-0851	Must-03-SEP-2022-gt31-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
755	366344_0301-LP1-16S-0852	Must-27-AUG-2022-gt160-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
756	366344_0300-LP1-16S-0853	Must-27-AUG-2022-gt19-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
757	366344_0299-LP1-16S-0854	DNA18-neg-1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
758	366344_0298-LP1-16S-0855	Must-27-AUG-2022-gt146-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
759	366344_0297-LP1-16S-0856	Must-27-AUG-2022-gt89-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
760	366344_0296-LP1-16S-0857	Must-03-SEP-2022-gt4-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
761	366344_0295-LP1-16S-0858	Must-27-AUG-2022-gt147-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
762	366344_0294-LP1-16S-0859	Must-03-SEP-2022-gt123-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
763	366344_0293-LP1-16S-0860	DNA18-pos-4	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
764	366344_0292-LP1-16S-0861	Must-27-AUG-2022-gt47-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
765	366344_0291-LP1-16S-0862	Must-03-SEP-2022-gt112-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
766	366344_0290-LP1-16S-0863	Must-03-SEP-2022-gt141-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
767	366344_0289-LP1-16S-0864	Must-27-AUG-2022-gt81-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
768	366344_0288-LP1-16S-0865	Must-27-AUG-2022-gt73-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
769	366344_0287-LP1-16S-0866	Must-03-SEP-2022-gt76-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
770	366344_0286-LP1-16S-0867	DNA21-neg-1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
771	366344_0285-LP1-16S-0868	Must-09-SEP-2022-gt2-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
772	366344_0284-LP1-16S-0869	Must-09-SEP-2022-gt111-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
773	366344_0283-LP1-16S-0870	Must-09-SEP-2022-gt17-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
774	366344_0282-LP1-16S-0871	Must-09-SEP-2022-gt52-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
775	366344_0281-LP1-16S-0872	Must-09-SEP-2022-gt6-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
776	366344_0280-LP1-16S-0873	Must-09-SEP-2022-gt98-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
777	366344_0279-LP1-16S-0874	Must-09-SEP-2022-gt133-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
778	366344_0278-LP1-16S-0875	Must-09-SEP-2022-gt42-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
779	366344_0277-LP1-16S-0876	Must-09-SEP-2022-gt129-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
780	366344_0276-LP1-16S-0877	Must-09-SEP-2022-gt50-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
781	366344_0275-LP1-16S-0878	Must-09-SEP-2022-gt132-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
782	366344_0274-LP1-16S-0879	Must-09-SEP-2022-gt82-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
783	366344_0273-LP1-16S-0880	DNA21-pos-1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
784	366344_0272-LP1-16S-0881	Must-09-SEP-2022-gt45-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
785	366344_0271-LP1-16S-0882	Must-09-SEP-2022-gt152-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
786	366344_0270-LP1-16S-0883	Must-09-SEP-2022-gt156-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
787	366344_0269-LP1-16S-0884	Must-09-SEP-2022-gt14-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
788	366344_0268-LP1-16S-0885	Must-09-SEP-2022-gt34-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
789	366344_0267-LP1-16S-0886	Must-09-SEP-2022-gt142-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
790	366344_0266-LP1-16S-0887	Must-09-SEP-2022-gt72-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
791	366344_0265-LP1-16S-0888	Must-09-SEP-2022-gt117-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
792	366344_0264-LP1-16S-0889	Must-09-SEP-2022-gt61-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
793	366344_0263-LP1-16S-0890	DNA21-neg-2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
794	366344_0262-LP1-16S-0891	Must-09-SEP-2022-gt155-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
795	366344_0261-LP1-16S-0892	Must-09-SEP-2022-gt25-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
796	366344_0260-LP1-16S-0893	Must-09-SEP-2022-gt70-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
797	366344_0259-LP1-16S-0894	Must-09-SEP-2022-gt145-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
798	366344_0258-LP1-16S-0895	Must-09-SEP-2022-gt144-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
799	366344_0257-LP1-16S-0896	Must-09-SEP-2022-gt73-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
800	366344_0256-LP1-16S-0897	Must-09-SEP-2022-gt133-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
801	366344_0255-LP1-16S-0898	Must-09-SEP-2022-gt142-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
802	366344_0254-LP1-16S-0899	Must-09-SEP-2022-gt46-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
803	366344_0253-LP1-16S-0900	Must-09-SEP-2022-gt137-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
804	366344_0252-LP1-16S-0901	Must-09-SEP-2022-gt132-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
805	366344_0251-LP1-16S-0902	Must-09-SEP-2022-gt152-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
806	366344_0250-LP1-16S-0903	DNA21-pos-4	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
807	366344_0249-LP1-16S-0904	Must-09-SEP-2022-gt38-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
808	366344_0248-LP1-16S-0905	Must-09-SEP-2022-gt140-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
809	366344_0247-LP1-16S-0906	Must-09-SEP-2022-gt132-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
810	366344_0246-LP1-16S-0907	Must-09-SEP-2022-gt128-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
811	366344_0245-LP1-16S-0908	Must-09-SEP-2022-gt71-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
812	366344_0244-LP1-16S-0909	DNA21-neg-3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
813	366344_0243-LP1-16S-0910	Must-09-SEP-2022-gt69-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
814	366344_0242-LP1-16S-0911	Must-09-SEP-2022-gt84w-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
815	366344_0241-LP1-16S-0912	Must-09-SEP-2022-gt83-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
816	366344_0240-LP1-16S-0913	Must-09-SEP-2022-gt155-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
817	366344_0239-LP1-16S-0914	Must-09-SEP-2022-gt2-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
818	366344_0238-LP1-16S-0915	Must-09-SEP-2022-gt116-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
819	366344_0237-LP1-16S-0916	Must-09-SEP-2022-gt119r-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
820	366344_0236-LP1-16S-0917	Must-09-SEP-2022-gt46-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
821	366344_0235-LP1-16S-0918	Must-09-SEP-2022-gt38-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
822	366344_0234-LP1-16S-0919	Must-09-SEP-2022-gt11-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
823	366344_0233-LP1-16S-0920	Must-09-SEP-2022-gt99-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
824	366344_0232-LP1-16S-0921	Must-09-SEP-2022-gt88-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
825	366344_0231-LP1-16S-0922	Must-09-SEP-2022-gt138-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
826	366344_0230-LP1-16S-0923	Must-09-SEP-2022-gt60-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
827	366344_0229-LP1-16S-0924	Must-09-SEP-2022-gt1-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
828	366344_0228-LP1-16S-0925	Must-09-SEP-2022-gt70-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
829	366344_0227-LP1-16S-0926	DNA21-pos-3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
830	366344_0226-LP1-16S-0927	Must-09-SEP-2022-gt86-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
831	366344_0225-LP1-16S-0928	Must-09-SEP-2022-gt71-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
832	366344_0224-LP1-16S-0929	Must-09-SEP-2022-gt61-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
833	366344_0223-LP1-16S-0930	DNA21-neg-4	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
834	366344_0222-LP1-16S-0931	Must-09-SEP-2022-gt56-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
835	366344_0221-LP1-16S-0932	Must-09-SEP-2022-gt54-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
836	366344_0220-LP1-16S-0933	Must-09-SEP-2022-gt118-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
837	366344_0219-LP1-16S-0934	Must-09-SEP-2022-gt44-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
838	366344_0218-LP1-16S-0935	Must-09-SEP-2022-gt36-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
839	366344_0217-LP1-16S-0936	Must-09-SEP-2022-gt77-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
840	366344_0216-LP1-16S-0937	Must-09-SEP-2022-gt79-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
841	366344_0215-LP1-16S-0938	Must-09-SEP-2022-gt135-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
842	366344_0214-LP1-16S-0939	Must-09-SEP-2022-gt128-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
843	366344_0213-LP1-16S-0940	Must-09-SEP-2022-gt159-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
844	366344_0212-LP1-16S-0941	Must-09-SEP-2022-gt159-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
845	366344_0211-LP1-16S-0942	Must-09-SEP-2022-gt153-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
846	366344_0210-LP1-16S-0943	Must-09-SEP-2022-gt125-Block2	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
847	366344_0209-LP1-16S-0944	Must-09-SEP-2022-gt74-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
848	366344_0208-LP1-16S-0945	Must-09-SEP-2022-gt10-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
849	366344_0207-LP1-16S-0946	Must-09-SEP-2022-gt3-Block1	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
850	366344_0206-LP1-16S-0947	Must-09-SEP-2022-gt153-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
851	366344_0205-LP1-16S-0948	Must-09-SEP-2022-gt82-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
852	366344_0204-LP1-16S-0949	Must-09-SEP-2022-gt117-Block3	RxCS_microbiome_QTLmapping_Bacteria	AMPLICON	METAGENOMIC	PCR	paired	ILLUMINA	Illumina NovaSeq 6000	fastq	500	100
